Player Name	Pos.	Birthdate	Birthplace	Province	Country	Start	End	GP	G	A	Pts	PIM	Yrs.	Lati	Longi
Randy Carlyle	D	04/19/1956	Sudbury	Ontario	Canada	1976	1993	1055	148	499	647	1400	17	46.488995	-81.003606
John Baby	D	05/18/1957	Sudbury	Ontario	Canada	1977	1979	26	2	8	10	26	2	46.488995	-81.003606
Ron Duguay	C	07/06/1957	Sudbury	Ontario	Canada	1977	1989	860	274	346	620	582	12	46.488995	-81.003606
Paul Mulvey	L	09/27/1958	Sudbury	Ontario	Canada	1978	1982	225	30	51	81	613	4	46.488995	-81.003606
Mike Gillis	L	12/01/1958	Sudbury	Ontario	Canada	1978	1984	246	33	43	76	186	6	46.488995	-81.003606
Al Secord	L	03/03/1958	Sudbury	Ontario	Canada	1978	1990	766	273	222	495	2093	12	46.488995	-81.003606
Bob Fitchner	C	12/22/1950	Sudbury	Ontario	Canada	1979	1981	78	12	20	32	59	2	46.488995	-81.003606
Mike Foligno	F	01/29/1959	Sudbury	Ontario	Canada	1979	1994	1018	355	372	727	2049	15	46.488995	-81.003606
Kevin LaVallee	F	09/16/1961	Sudbury	Ontario	Canada	1980	1987	366	110	125	235	85	7	46.488995	-81.003606
Fred Boimistruck	D	01/14/1962	Sudbury	Ontario	Canada	1981	1983	83	4	14	18	45	2	46.488995	-81.003606
Dave Hannan	L	11/26/1961	Sudbury	Ontario	Canada	1981	1997	841	114	191	305	942	16	46.488995	-81.003606
Jim Wiemer	D	01/09/1961	Sudbury	Ontario	Canada	1982	1994	325	29	72	101	378	11	46.488995	-81.003606
Mike Sands	G	04/06/1963	Sudbury	Ontario	Canada	1984	1987	6	0	0	0	2	2	46.488995	-81.003606
Marc D'Amour	G	04/29/1961	Sudbury	Ontario	Canada	1985	1989	16	0	0	0	22	2	46.488995	-81.003606
Jim Hofford	D	10/04/1964	Sudbury	Ontario	Canada	1985	1989	18	0	0	0	47	3	46.488995	-81.003606
Craig Duncanson	L	03/17/1967	Sudbury	Ontario	Canada	1985	1993	38	5	4	9	61	7	46.488995	-81.003606
Dave Lowry	L	02/14/1965	Sudbury	Ontario	Canada	1985	2004	1084	164	187	351	1191	19	46.488995	-81.003606
Troy Crowder	R	05/03/1968	Sudbury	Ontario	Canada	1987	1997	150	9	7	16	433	7	46.488995	-81.003606
Kay Whitmore	G	04/10/1967	Sudbury	Ontario	Canada	1988	2002	155	0	9	9	39	9	46.488995	-81.003606
Marc Laforge	D	01/03/1968	Sudbury	Ontario	Canada	1989	1994	14	0	0	0	64	2	46.488995	-81.003606
Troy Mallette	L	02/25/1970	Sudbury	Ontario	Canada	1989	1998	456	51	68	119	1226	9	46.488995	-81.003606
Sean Whyte	R	05/04/1970	Sudbury	Ontario	Canada	1991	1993	21	0	2	2	12	2	46.488995	-81.003606
Shawn Heaphy	C	11/27/1968	Sudbury	Ontario	Canada	1992	1993	1	0	0	0	0	1	46.488995	-81.003606
Brian Savage	L	02/24/1971	Sudbury	Ontario	Canada	1993	2006	674	192	167	359	321	12	46.488995	-81.003606
Aaron Gavey	C	02/22/1974	Sudbury	Ontario	Canada	1995	2006	360	41	50	91	272	9	46.488995	-81.003606
Andrew Brunette	L	08/24/1973	Sudbury	Ontario	Canada	1995	2012	1110	268	465	733	314	16	46.488995	-81.003606
Todd Bertuzzi	L	02/02/1975	Sudbury	Ontario	Canada	1995	2013	1100	305	449	754	1438	17	46.488995	-81.003606
Richard Shulmistra	G	04/01/1971	Sudbury	Ontario	Canada	1997	2000	2	0	0	0	0	2	46.488995	-81.003606
Joel Prpic	C	09/25/1974	Sudbury	Ontario	Canada	1997	2001	18	0	3	3	4	3	46.488995	-81.003606
Sean Gauthier	G	03/28/1971	Sudbury	Ontario	Canada	1998	1999	1	0	0	0	0	1	46.488995	-81.003606
Jean-Guy Trudel	L	10/10/1975	Sudbury	Ontario	Canada	1999	2003	5	0	0	0	4	3	46.488995	-81.003606
Derek MacKenzie	C	06/11/1981	Sudbury	Ontario	Canada	2001	2013	236	22	31	53	128	10	46.488995	-81.003606
Bill McCreary	L	12/02/1934	Sundridge	Ontario	Canada	1953	1971	309	53	62	115	108	8	45.769221	-79.396146
Keith McCreary	L	06/19/1940	Sundridge	Ontario	Canada	1961	1975	532	131	112	243	294	10	45.769221	-79.396146
Greg De Vries	D	01/04/1973	Sundridge	Ontario	Canada	1995	2009	878	48	146	194	780	13	45.769221	-79.396146
Larry Molyneaux	D	07/09/1912	Sutton West	Ontario	Canada	1937	1939	45	0	1	1	20	2	44.311885	-79.349932
Glen Brydson	R	11/07/1910	Swansea	Ontario	Canada	1930	1938	295	54	79	133	201	8	43.644149	-79.478105
George Abbott	G	08/03/1911	Synenham	Ontario	Canada	1943	1944	1	0	0	0	0	1	44.407396	-76.600434
Adam Graves	L	04/12/1968	Tecumseh	Ontario	Canada	1987	2003	1152	329	287	616	1224	16	42.312125	-82.886433
Warren Rychel	L	05/12/1967	Tecumseh	Ontario	Canada	1988	1999	406	38	39	77	1422	9	42.312125	-82.886433
Danny Schock	L	12/30/1948	Terrace Bay	Ontario	Canada	1969	1971	20	1	2	3	0	2	48.784183	-87.096266
Charlie Simmer	F	03/20/1954	Terrace Bay	Ontario	Canada	1974	1988	712	342	369	711	544	14	48.784183	-87.096266
Aaron MacKenzie	D	03/07/1981	Terrace Bay	Ontario	Canada	2008	2009	5	0	0	0	0	1	48.784183	-87.096266
Jack Markle		7/15/1907	Thessalon	Ontario	Canada	1935	1936	8	0	1	1	0	1	46.255965	-83.556147
Steve Moore	F	09/22/1978	Thornhill	Ontario	Canada	2001	2004	69	5	7	12	41	3	43.807699	-79.459391
Dominic Moore	C	08/03/1980	Thornhill	Ontario	Canada	2003	2012	530	67	118	185	349	8	43.807699	-79.459391
Armand "Bep" Guidolin	L	12/09/1925	Thorold	Ontario	Canada	1942	1952	519	107	171	278	616	9	43.108599	-79.215297
Fred Speck	C	07/22/1947	Thorold	Ontario	Canada	1968	1972	28	1	2	3	2	3	43.108599	-79.215297
Ryan Savoia	C	05/06/1973	Thorold	Ontario	Canada	1998	1999	3	0	0	0	0	1	43.108599	-79.215297
Sean Bentivoglio	F	10/16/1985	Thorold	Ontario	Canada	2008	2009	1	0	0	0	2	1	43.108599	-79.215297
Albert Pudas		10/28/1976	Thunder Bay	Ontario	Canada	1926	1927	4	0	0	0	0	1	48.382269	-89.246933
Jimmy McLeod	G	04/08/1937	Thunder Bay	Ontario	Canada	1971	1972	16	0	1	1	0	1	48.382269	-89.246933
Danny Gruen	L	06/26/1952	Thunder Bay	Ontario	Canada	1972	1977	49	9	13	22	19	3	48.382269	-89.246933
Vic Venasky	C	06/03/1951	Thunder Bay	Ontario	Canada	1972	1979	430	61	101	162	66	7	48.382269	-89.246933
Ted Tucker	G	05/07/1949	Thunder Bay	Ontario	Canada	1973	1974	5	0	0	0	0	1	48.382269	-89.246933
Murray Wing	D	10/14/1950	Thunder Bay	Ontario	Canada	1973	1974	1	0	1	1	0	1	48.382269	-89.246933
John Bednarski	D	07/04/1952	Thunder Bay	Ontario	Canada	1974	1980	100	2	18	20	114	4	48.382269	-89.246933
Jeff McDill	R	03/16/1956	Thunder Bay	Ontario	Canada	1976	1977	1	0	0	0	0	1	48.382269	-89.246933
Vern Stenlund	C	04/11/1956	Thunder Bay	Ontario	Canada	1976	1977	4	0	0	0	0	1	48.382269	-89.246933
Lou Nistico	L	01/25/1953	Thunder Bay	Ontario	Canada	1977	1978	3	0	0	0	6	1	48.382269	-89.246933
Trevor Johansen	D	03/30/1957	Thunder Bay	Ontario	Canada	1977	1982	286	11	46	57	282	5	48.382269	-89.246933
Mike Hordy	D	10/10/1956	Thunder Bay	Ontario	Canada	1978	1980	11	0	0	0	7	2	48.382269	-89.246933
Mike Busniuk	F	12/13/1951	Thunder Bay	Ontario	Canada	1979	1981	143	3	23	26	297	2	48.382269	-89.246933
Walt Poddubny	R	02/14/1960	Thunder Bay	Ontario	Canada	1981	1992	468	184	238	422	454	11	48.382269	-89.246933
Rob Whistle	D	04/04/1961	Thunder Bay	Ontario	Canada	1985	1988	51	7	5	12	16	2	48.382269	-89.246933
David Latta	L	01/03/1967	Thunder Bay	Ontario	Canada	1985	1991	36	4	8	12	4	4	48.382269	-89.246933
David Bruce	L	10/07/1964	Thunder Bay	Ontario	Canada	1985	1994	234	48	39	87	338	8	48.382269	-89.246933
Ron Talakoski	R	06/01/1962	Thunder Bay	Ontario	Canada	1986	1988	9	0	1	1	33	2	48.382269	-89.246933
Norm Maciver	D	09/08/1964	Thunder Bay	Ontario	Canada	1986	1998	500	55	230	285	350	12	48.382269	-89.246933
Tony Hrkac	C	07/07/1966	Thunder Bay	Ontario	Canada	1986	2003	758	132	239	371	173	13	48.382269	-89.246933
Peter Bakovic	L	01/31/1965	Thunder Bay	Ontario	Canada	1987	1988	10	2	0	2	48	1	48.382269	-89.246933
Bob Bodak	L	05/28/1961	Thunder Bay	Ontario	Canada	1987	1990	4	0	0	0	29	2	48.382269	-89.246933
Bill Houlder	D	03/11/1967	Thunder Bay	Ontario	Canada	1987	2003	846	59	191	250	412	16	48.382269	-89.246933
Mike Tomlak	C	10/17/1965	Thunder Bay	Ontario	Canada	1989	1994	141	15	22	37	103	4	48.382269	-89.246933
Scott King	G	06/25/1967	Thunder Bay	Ontario	Canada	1990	1992	2	0	0	0	0	2	48.382269	-89.246933
Greg Johnson	C	03/16/1971	Thunder Bay	Ontario	Canada	1993	2006	785	145	224	369	345	12	48.382269	-89.246933
Steve Rucchin	C	07/04/1971	Thunder Bay	Ontario	Canada	1994	2007	735	171	318	489	164	12	48.382269	-89.246933
Sean Pronger	C	11/30/1972	Thunder Bay	Ontario	Canada	1995	2004	260	23	36	59	159	8	48.382269	-89.246933
Ryan Johnson	C	06/14/1976	Thunder Bay	Ontario	Canada	1997	2011	701	38	84	122	250	13	48.382269	-89.246933
Steve Passmore	G	01/29/1973	Thunder Bay	Ontario	Canada	1998	2004	93	0	2	2	21	6	48.382269	-89.246933
Trevor Letowski	C	04/05/1977	Thunder Bay	Ontario	Canada	1998	2008	616	84	117	201	209	9	48.382269	-89.246933
Taylor Pyatt	L	08/19/1981	Thunder Bay	Ontario	Canada	2000	2013	803	136	139	275	410	12	48.382269	-89.246933
Jason Jaspers	C	04/08/1981	Thunder Bay	Ontario	Canada	2001	2004	9	0	1	1	6	3	48.382269	-89.246933
Jeff Heerema	R	01/17/1980	Thunder Bay	Ontario	Canada	2002	2004	32	4	2	6	6	2	48.382269	-89.246933
Eric Staal	C	10/29/1984	Thunder Bay	Ontario	Canada	2003	2013	690	268	359	627	531	9	48.382269	-89.246933
Danny Bois	R	06/01/1983	Thunder Bay	Ontario	Canada	2006	2007	1	0	0	0	7	1	48.382269	-89.246933
Jordan Staal	C	09/10/1988	Thunder Bay	Ontario	Canada	2006	2013	479	130	149	279	263	7	48.382269	-89.246933
Marc Staal	D	01/13/1987	Thunder Bay	Ontario	Canada	2007	2013	388	24	73	97	230	6	48.382269	-89.246933
Taylor Chorney	D	04/27/1987	Thunder Bay	Ontario	Canada	2008	2012	61	1	6	7	16	4	48.382269	-89.246933
Chris Porter	L	05/29/1984	Thunder Bay	Ontario	Canada	2008	2013	127	10	14	24	27	4	48.382269	-89.246933
Tom Pyatt	C	02/14/1987	Thunder Bay	Ontario	Canada	2009	2013	218	24	23	47	39	4	48.382269	-89.246933
Robert Bortuzzo	D	03/18/1989	Thunder Bay	Ontario	Canada	2011	2013	21	2	2	4	29	2	48.382269	-89.246933
Carter Hutton	G	12/19/1985	Thunder Bay	Ontario	Canada	2012	2013	1	0	0	0	0	1	48.382269	-89.246933
Jared Staal	R	08/21/1990	Thunder Bay	Ontario	Canada	2012	2013	2	0	0	0	2	1	48.382269	-89.246933
Russell Oatman	L	02/19/1905	Tillsonburg	Ontario	Canada	1926	1929	121	20	9	29	100	3	42.865948	-80.733803
Stanley Crossett	D	04/18/1900	Tillsonburg	Ontario	Canada	1930	1931	21	0	0	0	10	1	42.865948	-80.733803
Bill "Red" Anderson	D	12/13/1912	Tillsonburg	Ontario	Canada	1942	1943	0	0	0	0	0	1	42.865948	-80.733803
Lloyd "Shrimp" Andrews	L		Tilsonburg	Ontario	Canada	1921	1925	53	8	5	13	10	4	42.865948	-80.733803
Billy Cameron	R	12/05/1896	Timmins	Ontario	Canada	1923	1926	39	0	0	0	2	2	48.477266	-81.331374
Ronnie Hudson	R	04/18/1914	Timmins	Ontario	Canada	1937	1940	34	5	2	7	2	2	48.477266	-81.331374
Tony Graboski	D	05/29/1916	Timmins	Ontario	Canada	1940	1943	66	6	10	16	24	3	48.477266	-81.331374
Aldege "Baz" Bastien	G	08/29/1919	Timmins	Ontario	Canada	1945	1946	5	0	0	0	0	1	48.477266	-81.331374
Armand "Dutch" Delmonte	R	06/03/1927	Timmins	Ontario	Canada	1945	1946	1	0	0	0	0	1	48.477266	-81.331374
Bill Barilko	D	03/25/1927	Timmins	Ontario	Canada	1946	1951	252	26	36	62	456	5	48.477266	-81.331374
Allan Stanley	D	03/01/1926	Timmins	Ontario	Canada	1948	1969	1244	100	333	433	792	21	48.477266	-81.331374
Ray Powell	C	11/16/1925	Timmins	Ontario	Canada	1950	1951	31	7	15	22	2	1	48.477266	-81.331374
Real Chevrefils	L	05/02/1932	Timmins	Ontario	Canada	1951	1959	387	104	97	201	185	8	48.477266	-81.331374
Hillary "Minnie" Menard	L	01/15/1934	Timmins	Ontario	Canada	1953	1954	1	0	0	0	0	1	48.477266	-81.331374
Frank Mahovlich	L	01/10/1938	Timmins	Ontario	Canada	1956	1974	1181	533	570	1103	1056	18	48.477266	-81.331374
Pat Hannigan	L	03/05/1936	Timmins	Ontario	Canada	1959	1969	182	30	39	69	116	5	48.477266	-81.331374
Dale Rolfe	D	04/30/1940	Timmins	Ontario	Canada	1959	1975	509	25	125	150	556	9	48.477266	-81.331374
Al LeBrun	D	12/01/1940	Timmins	Ontario	Canada	1960	1966	6	0	2	2	4	2	48.477266	-81.331374
Howie Menard	C	04/28/1942	Timmins	Ontario	Canada	1963	1970	151	23	42	65	87	4	48.477266	-81.331374
Pete Mahovlich	L	10/10/1946	Timmins	Ontario	Canada	1965	1981	884	288	485	773	916	16	48.477266	-81.331374
Eric Vail	F	09/16/1953	Timmins	Ontario	Canada	1973	1982	591	216	260	476	281	9	48.477266	-81.331374
Paul Harrison	G	02/11/1955	Timmins	Ontario	Canada	1975	1982	109	0	1	1	28	7	48.477266	-81.331374
Bud Stefanski	F	04/28/1955	Timmins	Ontario	Canada	1977	1978	1	0	0	0	0	1	48.477266	-81.331374
Hector Marini	F	01/27/1957	Timmins	Ontario	Canada	1978	1984	154	27	46	73	246	5	48.477266	-81.331374
Dave Poulin	C	12/17/1958	Timmins	Ontario	Canada	1982	1995	724	205	325	530	482	13	48.477266	-81.331374
Rick Lessard	D	01/09/1968	Timmins	Ontario	Canada	1988	1992	15	0	4	4	18	3	48.477266	-81.331374
Shean Donovan	R	01/22/1975	Timmins	Ontario	Canada	1994	2010	951	112	129	241	705	15	48.477266	-81.331374
Larry Courville	L	04/02/1975	Timmins	Ontario	Canada	1995	1998	33	1	2	3	16	3	48.477266	-81.331374
Steve Sullivan	C	07/06/1974	Timmins	Ontario	Canada	1995	2013	1011	290	457	747	587	16	48.477266	-81.331374
Mark Katic	D	05/09/1985	Timmins	Ontario	Canada	2010	2011	11	0	1	1	4	1	48.477266	-81.331374
Steve Kraftcheck	D	03/03/1929	Tinturn	Ontario	Canada	1950	1959	157	11	18	29	83	4	43.104333	-79.421096
Duke McCurry	L	06/13/1900	Toronto	Ontario	Canada	1925	1929	145	21	11	32	119	4	43.104333	-79.421096
Charlie Conacher	R	12/10/1909	Toronto	Ontario	Canada	1929	1941	460	225	173	398	523	12	43.104333	-79.421096
Harvey "Busher" Jackson	L	01/17/1911	Toronto	Ontario	Canada	1929	1944	636	241	234	475	437	15	43.104333	-79.421096
Alfie Moore	G	12/01/1906	Toronto	Ontario	Canada	1936	1939	20	0	0	0	0	3	43.104333	-79.421096
Alan Kuntz	L	06/04/1919	Toronto	Ontario	Canada	1941	1946	45	10	12	22	12	2	43.104333	-79.421096
Sid Smith	L	07/11/1925	Toronto	Ontario	Canada	1946	1958	601	186	183	369	94	12	43.104333	-79.421096
Paul Ronty	C	07/12/1928	Toronto	Ontario	Canada	1947	1955	488	101	211	312	103	8	43.104333	-79.421096
Warren Godfrey	D	03/23/1931	Toronto	Ontario	Canada	1952	1968	788	32	125	157	752	16	43.104333	-79.421096
Ron Hurst	R	05/18/1931	Toronto	Ontario	Canada	1955	1957	64	9	7	16	70	2	43.104333	-79.421096
Billy Harris	C	07/29/1935	Toronto	Ontario	Canada	1955	1969	769	126	219	345	205	13	43.104333	-79.421096
George Ranieri	L	01/14/1936	Toronto	Ontario	Canada	1956	1957	2	0	0	0	0	1	43.104333	-79.421096
Bill White	D	08/26/1939	Toronto	Ontario	Canada	1967	1976	604	50	215	265	495	9	43.104333	-79.421096
Steve Atkinson	R	10/16/1948	Toronto	Ontario	Canada	1968	1975	302	60	51	111	104	6	43.104333	-79.421096
Tony Featherstone	R	07/31/1949	Toronto	Ontario	Canada	1969	1974	130	17	21	38	65	3	43.104333	-79.421096
Dave Burrows	D	01/11/1949	Toronto	Ontario	Canada	1971	1981	724	29	135	164	373	10	43.104333	-79.421096
Mike Murphy	R	09/12/1950	Toronto	Ontario	Canada	1971	1983	831	238	318	556	514	12	43.104333	-79.421096
Brent Meeke	F	07/20/1950	Toronto	Ontario	Canada	1972	1977	75	9	22	31	8	5	43.104333	-79.421096
Alex Pirus	C	01/12/1955	Toronto	Ontario	Canada	1976	1980	159	30	28	58	94	4	43.104333	-79.421096
Bob Lorimer	D	08/25/1953	Toronto	Ontario	Canada	1976	1986	529	22	90	112	431	10	43.104333	-79.421096
Gary Dillon	C	02/28/1959	Toronto	Ontario	Canada	1980	1981	13	1	1	2	29	1	43.104333	-79.421096
Joe Paterson	L	06/25/1960	Toronto	Ontario	Canada	1980	1989	291	19	37	56	829	9	43.104333	-79.421096
Steve Gatzos	F	06/22/1961	Toronto	Ontario	Canada	1981	1985	89	15	20	35	83	4	43.104333	-79.421096
Randy Hillier	D	03/30/1960	Toronto	Ontario	Canada	1981	1992	543	16	110	126	906	11	43.104333	-79.421096
Howard Scruton	D	10/06/1962	Toronto	Ontario	Canada	1982	1983	4	0	4	4	9	1	43.104333	-79.421096
Bruce Bell	D	02/15/1965	Toronto	Ontario	Canada	1984	1990	209	12	64	76	113	5	43.104333	-79.421096
Bob Halkidis	D	03/05/1966	Toronto	Ontario	Canada	1984	1996	256	8	32	40	825	11	43.104333	-79.421096
Mark Freer	C	07/14/1968	Toronto	Ontario	Canada	1986	1994	124	16	23	39	61	7	43.104333	-79.421096
John English	D	05/13/1966	Toronto	Ontario	Canada	1987	1988	3	1	3	4	4	1	43.104333	-79.421096
Rick Tabaracci	G	01/02/1969	Toronto	Ontario	Canada	1988	2000	287	0	8	8	72	11	43.104333	-79.421096
Dale Craigwell	C	04/24/1971	Toronto	Ontario	Canada	1991	1994	98	11	18	29	28	3	43.104333	-79.421096
Brad May	L	11/29/1971	Toronto	Ontario	Canada	1991	2010	1041	127	161	288	2248	18	43.104333	-79.421096
Todd Simon	C	04/21/1972	Toronto	Ontario	Canada	1993	1994	15	0	1	1	0	1	43.104333	-79.421096
Mike Kennedy	C	04/13/1972	Toronto	Ontario	Canada	1994	1999	145	16	36	52	112	5	43.104333	-79.421096
Anson Carter	C	06/06/1974	Toronto	Ontario	Canada	1996	2007	674	202	219	421	229	10	43.104333	-79.421096
John Madden	C	05/04/1973	Toronto	Ontario	Canada	1998	2012	898	165	183	348	219	13	43.104333	-79.421096
Bill Bowler	C	09/25/1974	Toronto	Ontario	Canada	2000	2001	9	0	2	2	8	1	43.104333	-79.421096
Raffi Torres	L	10/08/1981	Toronto	Ontario	Canada	2001	2013	630	134	121	255	490	11	43.104333	-79.421096
Daniel Winnik	C	03/06/1985	Toronto	Ontario	Canada	2007	2013	414	43	77	120	203	6	43.104333	-79.421096
Cal O'Reilly	C	09/30/1986	Toronto	Ontario	Canada	2008	2012	113	13	28	41	12	4	43.104333	-79.421096
Chris Stewart	R	10/30/1987	Toronto	Ontario	Canada	2008	2013	319	100	102	202	329	5	43.104333	-79.421096
Mike Duco	L	07/08/1987	Toronto	Ontario	Canada	2009	2012	18	0	2	2	65	3	43.104333	-79.421096
Richard Clune	L	04/25/1987	Toronto	Ontario	Canada	2009	2013	61	4	7	11	139	2	43.104333	-79.421096
Alf Skinner	R		Toronto	Ontario	Canada	1917	1926	70	26	4	30	79	4	43.652976	-79.382856
Vernon "Jake" Forbes	G	07/04/1897	Toronto	Ontario	Canada	1919	1933	53	0	0	0	2	4	43.652976	-79.382856
Gerry Denoird	C	08/04/1902	Toronto	Ontario	Canada	1922	1923	15	0	0	0	0	1	43.652976	-79.382856
Ganton Scott	R	03/23/1903	Toronto	Ontario	Canada	1922	1927	54	1	1	2	0	4	43.652976	-79.382856
Lionel Hitchman	D	11/03/1901	Toronto	Ontario	Canada	1922	1934	414	27	33	60	523	12	43.652976	-79.382856
Albert "Toots" Holway	D	09/24/1902	Toronto	Ontario	Canada	1923	1929	117	7	2	9	48	5	43.652976	-79.382856
Chris Speyer	D	02/09/1904	Toronto	Ontario	Canada	1923	1934	14	0	0	0	0	3	43.652976	-79.382856
Chuck "Dinny" Dinsmore	C	07/23/1903	Toronto	Ontario	Canada	1924	1930	100	6	2	8	50	4	43.652976	-79.382856
Bert McCaffrey	D		Toronto	Ontario	Canada	1924	1931	259	42	30	72	202	7	43.652976	-79.382856
Reginald "Hooley" Smith	C	01/07/1904	Toronto	Ontario	Canada	1924	1941	716	200	215	415	1013	17	43.652976	-79.382856
Lionel Conacher	D	05/24/1901	Toronto	Ontario	Canada	1925	1937	494	80	105	185	862	12	43.652976	-79.382856
Roy Worters	G	10/19/1900	Toronto	Ontario	Canada	1925	1937	484	0	0	0	0	12	43.652976	-79.382856
Percy "Perk" Galbraith	L	12/05/1898	Toronto	Ontario	Canada	1926	1934	348	31	29	60	224	8	43.652976	-79.382856
George Hainsworth	G	06/26/1895	Toronto	Ontario	Canada	1926	1937	465	0	0	0	2	11	43.652976	-79.382856
Ralph "Bouncer" Taylor	D	10/02/1905	Toronto	Ontario	Canada	1927	1930	101	4	1	5	165	3	43.652976	-79.382856
Marty Burke	D	01/28/1903	Toronto	Ontario	Canada	1927	1938	504	19	47	66	548	11	43.652976	-79.382856
Cliff McBride	D		Toronto	Ontario	Canada	1928	1930	2	0	0	0	0	2	43.652976	-79.382856
Gord Brydson	C	01/03/1907	Toronto	Ontario	Canada	1929	1930	8	2	0	2	8	1	43.652976	-79.382856
Al Huggins	L	12/21/1910	Toronto	Ontario	Canada	1930	1931	20	1	1	2	2	1	43.652976	-79.382856
Eddie Convey	L	12/16/1910	Toronto	Ontario	Canada	1930	1933	36	1	0	1	23	3	43.652976	-79.382856
Vernon Ayres	D	05/27/1909	Toronto	Ontario	Canada	1930	1936	211	6	11	17	350	6	43.652976	-79.382856
Dave Kerr	G	01/11/1910	Toronto	Ontario	Canada	1930	1941	427	0	0	0	0	11	43.652976	-79.382856
Eddie Burke	R	06/03/1907	Toronto	Ontario	Canada	1931	1935	106	29	20	49	55	4	43.652976	-79.382856
Normie Smith	G	03/18/1908	Toronto	Ontario	Canada	1931	1945	175	0	0	0	0	7	43.652976	-79.382856
Burt Burry	D		Toronto	Ontario	Canada	1932	1933	4	0	0	0	0	1	43.652976	-79.382856
Joe Starke	G		Toronto	Ontario	Canada	1933	1934	2	0	0	0	0	1	43.652976	-79.382856
Jack Shill	L		Toronto	Ontario	Canada	1933	1939	163	15	20	35	70	6	43.652976	-79.382856
Art Jackson	C	12/15/1915	Toronto	Ontario	Canada	1934	1945	466	123	178	301	144	11	43.652976	-79.382856
Bob Davidson	L	02/10/1912	Toronto	Ontario	Canada	1934	1946	491	94	160	254	388	12	43.652976	-79.382856
Orville "Rolly" Roulston	D		Toronto	Ontario	Canada	1935	1938	24	0	6	6	10	3	43.652976	-79.382856
Reg Hamilton	D	04/20/1914	Toronto	Ontario	Canada	1935	1947	424	21	87	108	412	12	43.652976	-79.382856
Jimmy Fowler	D	04/06/1915	Toronto	Ontario	Canada	1936	1939	135	18	29	47	39	3	43.652976	-79.382856
George Parsons	L		Toronto	Ontario	Canada	1936	1939	64	12	13	25	20	3	43.652976	-79.382856
Bill Summerhill	R	07/09/1913	Toronto	Ontario	Canada	1937	1942	72	14	17	31	70	4	43.652976	-79.382856
Robert "Red" Hamill	L	01/11/1917	Toronto	Ontario	Canada	1937	1951	418	128	94	222	160	12	43.652976	-79.382856
Robert "Red" Heron	L	12/31/1917	Toronto	Ontario	Canada	1938	1942	106	21	19	40	38	4	43.652976	-79.382856
Roy Conacher	L	10/05/1916	Toronto	Ontario	Canada	1938	1952	490	226	200	426	90	11	43.652976	-79.382856
John "Peanuts" O'Flaherty	L	04/10/1918	Toronto	Ontario	Canada	1940	1942	21	5	1	6	0	2	43.652976	-79.382856
Bill Jennings	R	06/28/1917	Toronto	Ontario	Canada	1940	1945	108	32	33	65	45	5	43.652976	-79.382856
Bill "Red" Mitchell	D	09/06/1912	Toronto	Ontario	Canada	1941	1945	83	4	5	9	67	3	43.652976	-79.382856
Dudley "Red" Garrett	D	07/14/1924	Toronto	Ontario	Canada	1942	1943	23	1	1	2	18	1	43.652976	-79.382856
Jack Ingoldsby	R	06/21/1924	Toronto	Ontario	Canada	1942	1944	29	5	1	6	15	2	43.652976	-79.382856
Bill Shill	R	03/06/1923	Toronto	Ontario	Canada	1942	1947	79	21	13	34	18	3	43.652976	-79.382856
Bill Quackenbush	D	03/02/1922	Toronto	Ontario	Canada	1942	1956	774	62	222	284	95	14	43.652976	-79.382856
Frank Bennett	L	03/04/1922	Toronto	Ontario	Canada	1943	1944	7	0	1	1	2	1	43.652976	-79.382856
Walt "Whitey" Farrant	R	08/12/1913	Toronto	Ontario	Canada	1943	1944	1	0	0	0	0	1	43.652976	-79.382856
Don Webster	L	07/03/1924	Toronto	Ontario	Canada	1943	1944	27	7	6	13	28	1	43.652976	-79.382856
Elwin "Moe" Morris	D	01/03/1921	Toronto	Ontario	Canada	1943	1949	135	13	29	42	58	4	43.652976	-79.382856
Bill Durnan	G	01/22/1916	Toronto	Ontario	Canada	1943	1950	383	0	1	1	7	7	43.652976	-79.382856
Jim Drummond	D	10/20/1918	Toronto	Ontario	Canada	1944	1945	2	0	0	0	0	1	43.652976	-79.382856
Murray Henderson	D	09/05/1921	Toronto	Ontario	Canada	1944	1952	405	24	62	86	305	8	43.652976	-79.382856
Cliff Simpson	C	04/04/1923	Toronto	Ontario	Canada	1946	1948	6	0	1	1	0	2	43.652976	-79.382856
Calum MacKay	W	01/01/1927	Toronto	Ontario	Canada	1946	1955	237	50	55	105	214	8	43.652976	-79.382856
Bob DeCourcy	G	06/12/1927	Toronto	Ontario	Canada	1947	1948	1	0	0	0	0	1	43.652976	-79.382856
Ronnie Rowe	L	11/30/1925	Toronto	Ontario	Canada	1947	1948	5	1	0	1	0	1	43.652976	-79.382856
Val Delory	L	02/14/1927	Toronto	Ontario	Canada	1948	1949	1	0	0	0	0	1	43.652976	-79.382856
Fred Glover	C	01/05/1928	Toronto	Ontario	Canada	1948	1953	92	13	11	24	62	5	43.652976	-79.382856
Jack Gelineau	G	11/11/1924	Toronto	Ontario	Canada	1948	1954	143	0	0	0	4	4	43.652976	-79.382856
Bob Frampton	L	01/20/1929	Toronto	Ontario	Canada	1949	1950	2	0	0	0	0	1	43.652976	-79.382856
John "Chick" Webster	C	11/03/1920	Toronto	Ontario	Canada	1949	1950	14	0	0	0	4	1	43.652976	-79.382856
